id,site,title,companyName,location,jobUrl,datePosted,jobType,isRemote,minAmount,maxAmount,currency,interval,description
nk-140526012979,naukri,Marketing Head,NS Property Guide Advisors,Hyderabad,https://www.naukri.com/job-listings-marketing-head-ns-property-guide-advisors-hyderabad-10-to-15-years-140526012979,2026-05-18,10-15 Yrs,false,,,,,"We're Hiring: Head of Marketing (a.k.a. Chief Noise Maker)First, a little about us (bec..."
nk-130526035769,naukri,Marketing Head,Astro Arun Pandit,Noida,https://www.naukri.com/job-listings-marketing-head-astro-arun-pandit-noida-8-to-12-years-130526035769,2026-05-18,8-12 Yrs,false,,,,,"8-12 years of leadership experience at top-tier D2C, consumer-tech, or e-commerce brand..."
nk-100526004502,naukri,Marketing Head ( female),RC Project Consultancy,Surat,https://www.naukri.com/job-listings-marketing-head-female-rc-project-consultancy-surat-15-to-20-years-100526004502,2026-05-11,15-20 Yrs,false,,,,,"Create, execute, and measure marketing plans and campaigns across channels with a track..."
nk-180526005087,naukri,Marketing manager(Marketing Head),Destinationhr,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",https://www.naukri.com/job-listings-marketing-manager-marketing-head-destinationhr-mumbai-mumbai-suburban-mumbai-all-areas-13-to-21-years-180526005087,2026-05-18,13-21 Yrs,false,,,,,"Engage with external partners such as agencies, vendors, and KOLs as required"
nk-250526001529,naukri,Marketing Head,Manufacturing Industry,Pune,https://www.naukri.com/job-listings-marketing-head-talent-corner-hr-services-pune-10-to-20-years-250526001529,2026-05-25,10-20 Yrs,false,,,,,Job SummaryWe are looking for an experienced and dynamic Marketing Head to lead strateg...
nk-290426013873,naukri,Head Marketing,Dr Reddys,Hyderabad,https://www.naukri.com/job-listings-head-marketing-dr-reddys-hyderabad-14-to-24-years-290426013873,2026-05-04,14-24 Yrs,false,,,,,Education- MBA with a graduate degree in Science streamMinimum work experience- 15-20 y...
nk-210526011931,naukri,Marketing Head,Saj Hotels,Mumbai(Vile Parle),https://www.naukri.com/job-listings-marketing-head-saj-hotels-mumbai-6-to-10-years-210526011931,2026-05-21,6-10 Yrs,false,,,,,"Lead marketing strategy, branding, digital campaigns, PR, events & product launches. Ma..."
nk-140326015424,naukri,Head Marketing,Lider Consultancy Services,Coimbatore,https://www.naukri.com/job-listings-head-marketing-lider-consultancy-services-coimbatore-12-to-22-years-140326015424,2026-05-18,12-22 Yrs,false,,,,,Preferred candidate profile . 12 -18 years of experience in B2B industrial marketing Mi...
nk-220526032755,naukri,Marketing Head,Crescent Construction,Mumbai(Andheri),https://www.naukri.com/job-listings-marketing-head-crescent-construction-mumbai-8-to-10-years-220526032755,2026-05-22,8-10 Yrs,false,,,,,"Job Title: Head of Marketing Location: Andheri East, MumbaiExperience Required: 8- 10 ..."
nk-210526007098,naukri,Marketing Head,Patel Infrastructure,Anand,https://www.naukri.com/job-listings-marketing-head-patel-infrastructure-anand-12-to-18-years-210526007098,2026-05-21,12-18 Yrs,false,,,,,"12 18 years of marketing experience, preferably within FMCG, D2C, or consumer brandsExp..."
nk-180526013454,naukri,Marketing Head AI &amp; Growth Marketing,Sunil Reddy Eamani,Hyderabad,https://www.naukri.com/job-listings-marketing-head-ai-growth-marketing-sunil-reddy-eamani-hyderabad-2-to-5-years-180526013454,2026-05-18,2-5 Yrs,false,,,,,Preferred candidate profile
nk-220526916390,naukri,Head of Growth and Marketing,Kovalent Coatings International,Chandigarh,https://www.naukri.com/job-listings-head-of-growth-and-marketing-kovalent-coatings-international-chandigarh-5-to-10-years-220526916390,2026-05-22,5-10 Yrs,false,,,,,Experience in Automotive industry is preferred Anyone focused only on content without c...
nk-200526912241,naukri,Marketing Head,Leading Client,Bengaluru,https://www.naukri.com/job-listings-marketing-head-golden-opportunities-bengaluru-10-to-15-years-200526912241,2026-05-20,10-15 Yrs,false,,,,,"10-15 years of experience in marketing, preferably in the automotive industry Strong an..."
nk-190526926194,naukri,Marketing Head,Leading Client,Bengaluru,https://www.naukri.com/job-listings-marketing-head-confidential-bengaluru-3-to-5-years-190526926194,2026-05-19,3-5 Yrs,false,,,,,Excellent leadership & team management skills. . Strong analytical and problem-solving ...
nk-050526013997,naukri,Marketing Head,Hrxl 360,Mumbai(Santacruz West),https://www.naukri.com/job-listings-marketing-head-hrxl-360-mumbai-8-to-13-years-050526013997,2026-05-11,8-13 Yrs,false,,,,,Proven experience in a senior marketing role within a PR or MarComm agency English & Hi...
nk-130526023329,naukri,Marketing Head,XXXX,Mumbai(Andheri East),https://www.naukri.com/job-listings-marketing-head-cygnus-ad-consulting-mumbai-10-to-20-years-130526023329,2026-05-18,10-20 Yrs,false,,,,,Develop the business plan of the Marketing Department in line with the strategic object...
nk-160326016936,naukri,Marketing Head,UK Realty,Mumbai Suburban,https://www.naukri.com/job-listings-marketing-head-uk-realty-mumbai-suburban-10-to-15-years-160326016936,2026-05-25,10-15 Yrs,false,,,,,"Strategic Leadership, Brand & Communications, Digital & Performance Marketing, Marketin..."
nk-130526022510,naukri,Marketing Head (Medical and Healthcare),Shivani Scientific Industries,Mumbai(Mira Road),https://www.naukri.com/job-listings-marketing-head-medical-and-healthcare-shivani-scientific-industries-mumbai-10-to-15-years-130526022510,2026-05-18,10-15 Yrs,false,,,,,Ensure good customer relations by addressing queries from field force and doctors along...
nk-230526009108,naukri,Marketing Head,Dawn Solutions Pvt Ltd,Chennai(Tambaram West),https://www.naukri.com/job-listings-marketing-head-dawn-solutions-pvt-ltd-chennai-0-to-7-years-230526009108,2026-05-23,0-7 Yrs,false,,,,,Responsibilities:Develop global marketing strategiesExpanding in untapped marketsDigita...
nk-130526930815,naukri,Marketing Head,Leading Client,Mumbai,https://www.naukri.com/job-listings-marketing-head-space-consultant-mumbai-10-to-14-years-130526930815,2026-05-18,10-14 Yrs,false,,,,,Job Requirements . MBA in Marketing preferredExperience working with hospitals or healt...
nk-130526930771,naukri,Marketing Head,Leading Client,Mumbai,https://www.naukri.com/job-listings-marketing-head-space-consultant-mumbai-10-to-12-years-130526930771,2026-05-18,10-12 Yrs,false,,,,,The ideal candidate will have a strong background in hospitals and experience working w...
nk-130526930823,naukri,Marketing Head,Leading Client,Chennai,https://www.naukri.com/job-listings-marketing-head-space-consultant-chennai-10-to-14-years-130526930823,2026-05-18,10-14 Yrs,false,,,,,Job Requirements . MBA in Marketing preferredExperience working with hospitals or healt...
nk-130526930782,naukri,Marketing Head,Leading Client,Chennai,https://www.naukri.com/job-listings-marketing-head-space-consultant-chennai-10-to-12-years-130526930782,2026-05-18,10-12 Yrs,false,,,,,The ideal candidate will have a strong background in hospitals and experience working w...
nk-130526930825,naukri,Marketing Head,Leading Client,Kolkata,https://www.naukri.com/job-listings-marketing-head-space-consultant-kolkata-10-to-14-years-130526930825,2026-05-18,10-14 Yrs,false,,,,,Job Requirements . MBA in Marketing preferredExperience working with hospitals or healt...
nk-130526930787,naukri,Marketing Head,Leading Client,Kolkata,https://www.naukri.com/job-listings-marketing-head-space-consultant-kolkata-10-to-12-years-130526930787,2026-05-18,10-12 Yrs,false,,,,,The ideal candidate will have a strong background in hospitals and experience working w...
nk-120526022335,naukri,Marketing Head,Mitr Hr Solution,Noida,https://www.naukri.com/job-listings-marketing-head-mitr-hr-solution-noida-12-to-22-years-120526022335,2026-05-18,12-22 Yrs,false,,,,,"Key Responsibilities: • Drive lead generation & campaign ROI • Handle digital, ATL/BTL ..."
nk-250526903453,naukri,Marketing Head,Tech Next Software,Chandigarh,https://www.naukri.com/job-listings-marketing-head-tech-next-software-private-limited-chandigarh-10-to-18-years-250526903453,2026-05-25,10-18 Yrs,false,,,,,"The Marketing Head / Sr. Marketing Manager will be responsible for strategizing, budget..."
nk-230526004392,naukri,Marketing Head,Oliver Rubber,Jodhpur(Shastri Nagar),https://www.naukri.com/job-listings-marketing-head-oliver-rubber-jodhpur-3-to-5-years-230526004392,2026-05-23,3-5 Yrs,false,,,,,"For Industrial Marketing in Heavy Industrial Sector Cement, Power  & Conveyor Belt Ind..."
nk-160526001375,naukri,Marketing Head,A1Apps,Remote,https://www.naukri.com/job-listings-marketing-head-a1apps-gurugram-8-to-13-years-160526001375,2026-05-18,8-13 Yrs,false,,,,,"At A1Apps, were building and scaling a portfolio of digital products with a strong focu..."
nk-160526016351,naukri,Marketing Head,E-Learning / EdTech,"Vijayawada, Hyderabad, Bengaluru",https://www.naukri.com/job-listings-marketing-head-array-solutions-vijayawada-hyderabad-bengaluru-5-to-10-years-160526016351,2026-05-18,5-10 Yrs,false,,,,,Responsible for overseeing end-to-end marketing operations across all 13 odd colleges a...
nk-200226024202,naukri,Vice President of Marketing &amp; Growth,Posidex Technologies,Hyderabad,https://www.naukri.com/job-listings-vice-president-of-marketing-growth-posidex-technologies-hyderabad-10-to-15-years-200226024202,2026-05-04,10-15 Yrs,false,,,,,"Build comprehensive sales enablement: battlecards, pitch decks, ROI calculators, case s..."
nk-230526000309,naukri,Chief Marketing Officer,Aretto,Pune,https://www.naukri.com/job-listings-chief-marketing-officer-henxa-associates-pune-9-to-14-years-230526000309,2026-05-23,9-14 Yrs,false,,,,,"The role includes leading brand positioning, creative strategy, media planning, digital..."
nk-220526021125,naukri,Chief Marketing Officer,Sumadhura Infracon,Bengaluru,https://www.naukri.com/job-listings-chief-marketing-officer-sumadhura-infracon-pvt-ltd-bengaluru-18-to-25-years-220526021125,2026-05-22,18-25 Yrs,false,,,,,"Own the marketing dimensions of customer experience: pre-sale content journeys, site vi..."
nk-290426018367,naukri,Chief Marketing Officer,MSM Global Education,Gurugram,https://www.naukri.com/job-listings-chief-marketing-officer-msm-global-education-gurugram-10-to-15-years-290426018367,2026-05-04,10-15 Yrs,false,,,,,"Ensure a consistent, differentiated, and premium brand experience across all geographie..."
nk-050526041092,naukri,Chief Marketing Officer,ti Steps,"Chennai, Bengaluru",https://www.naukri.com/job-listings-chief-marketing-officer-ti-steps-chennai-bengaluru-10-to-20-years-050526041092,2026-05-11,10-20 Yrs,false,,,,,"Support expansion initiatives including partnerships with colleges, training institutio..."
nk-140526504873,naukri,Vice President of Marketing,Makunai Global Technologies,Noida,https://www.naukri.com/job-listings-vice-president-of-marketing-makunai-global-technologies-noida-10-to-16-years-140526504873,2026-05-18,10-16 Yrs,false,,,,,Develop and implement comprehensive marketing strategies to achieve business objective...
nk-050526011142,naukri,Marketing Head,Acce Global Group,Kolkata,https://www.naukri.com/job-listings-marketing-head-acce-global-group-kolkata-7-to-12-years-050526011142,2026-05-11,7-12 Yrs,false,,,,,"We are hiring a dynamic Marketing Head to lead and execute marketing initiatives, drive..."
nk-090526001279,naukri,Director Marketing,Next Pathway,Hybrid - Pune(Hinjawadi Village),https://www.naukri.com/job-listings-director-marketing-next-pathway-pune-16-to-20-years-090526001279,2026-05-11,16-20 Yrs,false,,,,,Brand & PositioningDefine and evolve company messaging and voiceEnsure consistency acr...
nk-090526001251,naukri,Marketing Head,JIL Information Technology,Noida,https://www.naukri.com/job-listings-marketing-head-jil-information-technology-noida-10-to-12-years-090526001251,2026-05-11,10-12 Yrs,false,,,,,"Qualifications: Bachelors or Masters degree in Marketing, Business Administration, or a..."
nk-060526023602,naukri,Marketing Head,UpMan Placements,Ahmedabad,https://www.naukri.com/job-listings-marketing-head-upman-placements-ahmedabad-10-to-17-years-060526023602,2026-05-11,10-17 Yrs,false,,,,,Ideal Candidate Profile . 10-15 years of experience in marketing executionProven experi...
nk-020526000971,naukri,Head Of Marketing,Tamara Leisure Experiences,Bengaluru,https://www.naukri.com/job-listings-head-of-marketing-tamara-leisure-experiences-bengaluru-8-to-12-years-020526000971,2026-05-04,8-12 Yrs,false,,,,,"Experience with CRM software . Work experience as Head of Marketing or VP Marketing, pr..."
nk-290426004111,naukri,Outdoor Marketing Head,G Square Housing,"Chennai, Coimbatore",https://www.naukri.com/job-listings-outdoor-marketing-head-g-square-housing-chennai-coimbatore-15-to-24-years-290426004111,2026-05-04,15-24 Yrs,false,,,,,Job Summary: We are looking for a seasoned Marketing Head with 12+ years of experience ...
nk-230126927977,naukri,Marketing Head,Happilo International,Bengaluru,https://www.naukri.com/job-listings-marketing-head-happilo-international-bengaluru-5-to-10-years-230126927977,2026-05-11,5-10 Yrs,false,,,,,"Experience: 5+ years of brand marketing experience Drive brand equity, awareness, and p..."
nk-260426002802,naukri,Head of Marketing | AI-Agentic B2B Steel Platform,Futurecom Technologies Pvt Ltd.,Noida,https://www.naukri.com/job-listings-head-of-marketing-ai-agentic-b2b-steel-platform-futurecom-technologies-pvt-ltd-noida-8-to-12-years-260426002802,2026-05-04,8-12 Yrs,false,,,,,Build click-to-WhatsApp ad campaigns from Google and Meta lowest-friction lead capture ...
nk-080526013910,naukri,Head of Marketing,Datanimbus,"Hyderabad, Bengaluru",https://www.naukri.com/job-listings-head-of-marketing-datanimbus-hyderabad-bengaluru-7-to-12-years-080526013910,2026-05-11,7-12 Yrs,false,,,,,"7+ years of B2B marketing experience, ideally with exposure to fintech, payments, SaaS,..."
nk-010526020627,naukri,Marketing Head,Ad-Tech company,Gurugram(Sohna Road),https://www.naukri.com/job-listings-marketing-head-f-f-consulting-services-gurugram-5-to-7-years-010526020627,2026-05-04,5-7 Yrs,false,,,,,"Experience in digital marketing / brand/growth roles, Proven experience in building and..."
nk-200526917811,naukri,Senior VP – Marketing -Polymers,Leading Client,Mumbai,https://www.naukri.com/job-listings-senior-vp-marketing-polymers-assort-1-corp-services-limited-mumbai-15-to-25-years-200526917811,2026-05-20,15-25 Yrs,false,,,,,"Identify new application opportunities, industry demand shifts, and innovative solutions"
nk-250825024482,naukri,Chief Marketing Officer,Easemytrip,Gurugram,https://www.naukri.com/job-listings-chief-marketing-officer-easemytrip-gurugram-5-to-10-years-250825024482,2026-05-25,5-10 Yrs,false,,,,,Preferred candidate profile: . Product Marketing: Collaborate with product and technolo...
nk-190526018766,naukri,Chief Marketing Officer (CMO) &amp; Co-Founder,Certified IT Recruiter - CIR,Hybrid - Pune,https://www.naukri.com/job-listings-chief-marketing-officer-cmo-co-founder-yugma-pune-5-to-10-years-190526018766,2026-05-19,5-10 Yrs,false,,,,,Job Title: Chief Marketing Officer (CMO) & Co-Founder . Company: CIR (Certified IT Recr...
nk-070526032768,naukri,VP / Sr. VP Marketing @ Faridabad,CAREERMAR6,Faridabad,https://www.naukri.com/job-listings-vp-sr-vp-marketing-faridabad-careermark6-faridabad-23-to-30-years-070526032768,2026-05-18,23-30 Yrs,false,,,,,VP / Sr. VP MARKETING for one of the biggest SWEATER Manf Co @ Faridabad Exp : 23 - 30 ...
nk-250426012246,naukri,Chief Marketing Officer,Pan Oleo Energy,Chennai,https://www.naukri.com/job-listings-chief-marketing-officer-pan-oleo-energy-chennai-5-to-10-years-250426012246,2026-05-04,5-10 Yrs,false,,,,,Exceptional presentation skills with 200+ impactful PPTs delivered . Desired Candidate ...
nk-180526507396,naukri,Marketing Manager,Bombay Coated And Special Steels,Mumbai,https://www.naukri.com/job-listings-marketing-manager-bombay-coated-special-steels-pvt-ltd-mumbai-3-to-6-years-180526507396,2026-05-18,3-6 Yrs,false,,,,,Develop and implement effective marketing strategies to achieve business objectives. C...
nk-270426932061,naukri,Manager - Marketing,K Raheja Corp,Mumbai,https://www.naukri.com/job-listings-manager-marketing-k-raheja-corp-real-estate-private-limited-mumbai-5-to-8-years-270426932061,2026-05-04,5-8 Yrs,false,,,,,Proven experience in marketing management with a minimum of 5 years of experienceExperi...
nk-250526917727,naukri,ACN GN - SONG - Marketing Transformation - Lifesciences - Manager,Accenture,Gurugram,https://www.naukri.com/job-listings-acn-gn-song-marketing-transformation-lifesciences-manager-accenture-solutions-pvt-ltd-gurugram-8-to-12-years-250526917727,2026-05-25,8-12 Yrs,false,,,,,"MBA from a tier 1 institute with preferably bachelors degree in marketing, Journalism, ..."
nk-230526007638,naukri,Marketing Manager,Ozone Overseas,Gurugram,https://www.naukri.com/job-listings-marketing-manager-ozone-overseas-gurugram-6-to-12-years-230526007638,2026-05-23,6-12 Yrs,false,,,,,"Brand Manager /Marketing – Glass, Doors & Windows About the Role We’re looking for a ha..."
nk-060526011122,naukri,Marketing Manager,Delhivery,Bengaluru,https://www.naukri.com/job-listings-marketing-manager-delhivery-bengaluru-0-to-2-years-060526011122,2026-05-11,0-2 Yrs,false,,,,,Looking for someone with 12 years of post MBA experience who enjoys structured problem ...
nk-230526005044,naukri,Marketing Manager- US Market Exposure (B2C),Lytegen,"Navi Mumbai, Gurugram, Delhi / NCR",https://www.naukri.com/job-listings-marketing-manager-us-market-exposure-b2c-lytegen-navi-mumbai-gurugram-delhi-ncr-7-to-12-years-230526005044,2026-05-23,7-12 Yrs,false,,,,,Shift: 7:30 PM to 4:30 AM IST. Workdays: 6 days / week (Saturday WFH)Hands-on experienc...
nk-150526009090,naukri,Marketing Manager,Compass Consult,Vadodara(Alkapuri),https://www.naukri.com/job-listings-marketing-manager-compass-consultancy-llc-vadodara-6-to-11-years-150526009090,2026-05-18,6-11 Yrs,false,,,,,Roles and ResponsibilitiesCollaborate with cross-functional teams to launch new product...
nk-260326000214,naukri,"Director, Marketing Analytics",Ford,Hybrid - Chennai(Sholinganallur),https://www.naukri.com/job-listings-director-marketing-analytics-ford-chennai-12-to-22-years-260326000214,2026-05-11,12-22 Yrs,false,,,,,Position Requirements: . Undergraduate data science / analytics or other quantitative d...
nk-310326013557,naukri,Marketing Manager,KGK Group,Jaipur,https://www.naukri.com/job-listings-marketing-manager-kgk-group-jaipur-8-to-12-years-310326013557,2026-05-25,8-12 Yrs,false,,,,,Responsible for regular day to day activities of marketing including planning to execut...
nk-180526503584,naukri,"Senior Director - Marketing, India",Jones Lang LaSalle (JLL),Mumbai,https://www.naukri.com/job-listings-senior-director-marketing-india-jones-lang-lasalle-mumbai-15-to-20-years-180526503584,2026-05-18,15-20 Yrs,false,,,,,"Qualifications . Education and Experience: Bachelor s degree in Marketing, Business Adm..."
nk-180526507282,naukri,"Director Consumer Marketing and B2B Lead, India",Eli Lilly And Company,Gurugram,https://www.naukri.com/job-listings-director-consumer-marketing-and-b2b-lead-india-eli-lilly-and-company-gurugram-12-to-16-years-180526507282,2026-05-18,12-16 Yrs,false,,,,,This role is responsible to lead the end-to-end strategy and implementation of the con...
nk-140526024076,naukri,Creative Head (Copy writing)-Digital Marketing Agency,Attarix talent solutions,"Thane, Navi Mumbai, Mumbai (All Areas)(Vashi)",https://www.naukri.com/job-listings-creative-head-copy-writing-digital-marketing-agency-attarix-talent-solutions-mumbai-thane-navi-mumbai-mumbai-all-areas-8-to-13-years-140526024076,2026-05-18,8-13 Yrs,false,,,,,8+ years agency professional leading creative and social media teams. Strong in campaig...
nk-290426029865,naukri,Creative Head (Copy writing)-Digital Marketing Agency,Attarix Talent Solutions Mumbai,"Thane, Navi Mumbai, Mumbai (All Areas)(Vashi)",https://www.naukri.com/job-listings-creative-head-copy-writing-digital-marketing-agency-attarix-talent-solutions-mumbai-thane-navi-mumbai-mumbai-all-areas-8-to-13-years-290426029865,2026-05-04,8-13 Yrs,false,,,,,8+ years agency professional leading creative and social media teams. Strong in campaig...
nk-210526913933,naukri,Assistant Director of Marketing,Leading Client,Bengaluru,https://www.naukri.com/job-listings-assistant-director-of-marketing-naukri-hospitality-jobs-bengaluru-5-to-9-years-210526913933,2026-05-21,5-9 Yrs,false,,,,,Experience with team management and mentoring junior staff members. . Strong knowledge ...
nk-210526913812,naukri,Assistant Director of Marketing,Leading Client,Bengaluru,https://www.naukri.com/job-listings-assistant-director-of-marketing-naukri-hospitality-jobs-bengaluru-5-to-9-years-210526913812,2026-05-21,5-9 Yrs,false,,,,,"Proven experience in marketing management, preferably in the hospitality industry. . St..."
